NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
F0829120,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3691777,526250,06/07/2020 08:55:26 PM,06/07/2020 08:55:26 PM,06/07/2020 08:55:26 PM,06/08/2020 12:01:38 AM,NAT,Necessary Action Taken,Y,4I01,Numa St & Socrates St,70114,4,POINT (-90.03580577 29.94069124)
E3670120,52F,FIRE,1D,21,COMPLAINT OTHER,1J,3690706,542786,05/30/2020 05:04:51 AM,05/30/2020 05:04:51 AM,05/30/2020 05:04:51 AM,05/30/2020 06:31:40 AM,RTF,REPORT TO FOLLOW,Y,5Q01,Clouet St & Industry St,70126,5,POINT (-90.03859623 29.98619319)
E0824320,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3678217,533470,05/07/2020 04:17:19 PM,05/07/2020 05:48:11 PM,05/07/2020 05:48:19 PM,05/07/2020 06:51:45 PM,RTF,REPORT TO FOLLOW,N,1I02,018XX Blk Iberville St,70112,1,POINT (-90.07836696 29.96095841)
E1143520,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3703570,511471,05/10/2020 09:41:50 AM,05/10/2020 09:43:17 AM,05/10/2020 09:49:43 AM,05/10/2020 02:13:28 PM,RTF,REPORT TO FOLLOW,N,4D05,052XX Timber Haven Ln,70131,4,POINT (-89.99911616 29.89967972)
E1211220,100,HIT & RUN,1G,100I,HIT & RUN WITH INJURIES,2D,3675225,533304,05/10/2020 09:58:23 PM,05/10/2020 09:59:45 PM,05/10/2020 10:13:39 PM,05/10/2020 10:20:59 PM,RTF,REPORT TO FOLLOW,N,1H02,Tulane Ave & S Rocheblave St,70119,1,POINT (-90.08782093 29.96059111)
E3006420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3620911,538692,05/24/2020 09:23:07 PM,05/24/2020 09:23:07 PM,05/24/2020 09:23:07 PM,05/24/2020 09:29:35 PM,NAT,Necessary Action Taken,Y,JEFF,004XX Decatur St,None,0,POINT (-90.25917896 29.97691901)
D0482920,103M,MENTAL PATIENT,2C,103M,MENTAL PATIENT,2C,37369000,3513814,04/04/2020 10:12:55 PM,04/04/2020 10:14:24 PM,04/04/2020 10:30:08 PM,04/04/2020 11:49:39 PM,RTF,REPORT TO FOLLOW,N,4D05,055XX Tullis Dr,70131,4,POINT (0 0)
E1211320,103D,DOMESTIC DISTURBANCE,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,3704013,561414,05/10/2020 09:58:36 PM,05/12/2020 12:53:05 AM,05/12/2020 01:01:53 AM,05/12/2020 01:34:35 AM,RTF,REPORT TO FOLLOW,N,7P01,XX Morrison Ct,70127,7,POINT (-89.99587885 30.0369928)
E1240520,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2C,3702290,557328,05/11/2020 04:50:06 AM,05/12/2020 04:22:47 AM,05/12/2020 04:23:04 AM,05/12/2020 04:42:31 AM,GOA,GONE ON ARRIVAL,N,7Q03,068XX W Coronet Ct,70126,7,POINT (-90.0014744 30.02581123)
E1241920,35D,SIMPLE BATTERY DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3703591,555659,05/11/2020 05:14:08 AM,,,05/11/2020 05:17:51 AM,DUP,DUPLICATE,N,7E01,048XX Raymond Joseph Dr,70126,7,POINT (-89.99742436 30.02118069)
E1242020,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2C,3703591,555659,05/11/2020 05:17:00 AM,05/12/2020 04:34:01 AM,05/12/2020 04:50:47 AM,05/12/2020 05:18:29 AM,GOA,GONE ON ARRIVAL,N,7E01,048XX Raymond Joseph Dr,70126,7,POINT (-89.99742436 30.02118069)
E1249620,56,SIMPLE CRIMINAL DAMAGE,1F,103,DISTURBANCE (OTHER),1C,3672924,535069,05/11/2020 08:10:44 AM,05/11/2020 08:17:21 AM,05/11/2020 08:23:52 AM,05/11/2020 09:37:17 AM,RTF,REPORT TO FOLLOW,N,1L02,004XX S Lopez St,70119,1,POINT (-90.09502723 29.96551426)
E1276320,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3709322,566485,05/11/2020 12:38:25 PM,05/11/2020 01:18:18 PM,05/11/2020 01:19:31 PM,05/11/2020 02:22:50 PM,RTF,REPORT TO FOLLOW,N,7I13,079XX Lady Gray St,70127,7,POINT (-89.9789124 30.05076363)
E1276720,35D,SIMPLE BATTERY DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3730172,562623,05/11/2020 12:42:02 PM,05/11/2020 02:57:19 PM,05/11/2020 03:10:39 PM,05/11/2020 05:12:16 PM,RTF,REPORT TO FOLLOW,N,7L02,048XX Alcee Fortier Blvd,70129,7,POINT (-89.91316506 30.03944965)
E1282620,100,HIT & RUN,1G,100,HIT & RUN,1G,3677794,531950,05/11/2020 01:39:56 PM,05/11/2020 02:00:47 PM,05/11/2020 02:00:52 PM,05/11/2020 03:56:25 PM,RTF,REPORT TO FOLLOW,N,8J02,I-10 E & Tulane Ave,70112,8,POINT (-90.07975741 29.95679081)
E1284520,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3675879,532799,05/11/2020 01:56:57 PM,05/11/2020 02:34:34 PM,05/11/2020 02:34:37 PM,05/11/2020 02:36:28 PM,RTF,REPORT TO FOLLOW,N,1G02,022XX Tulane Ave,70119,1,POINT (-90.08577486 29.95918235)
E1286320,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3677273,533375,05/11/2020 02:16:22 PM,05/11/2020 02:16:22 PM,05/11/2020 02:16:22 PM,05/12/2020 12:14:18 PM,NAT,Necessary Action Taken,Y,1H01,020XX Canal St,70112,1,POINT (-90.08135199 29.9607251)
E1290420,63,PROWLER,2E,21,COMPLAINT OTHER,1J,3687324,550938,05/11/2020 03:14:40 PM,05/11/2020 03:21:52 PM,05/11/2020 03:25:39 PM,05/11/2020 04:52:01 PM,RTF,REPORT TO FOLLOW,N,3T02,047XX Lafaye St,70122,3,POINT (-90.04899199 30.00871188)
F0832020,35D,SIMPLE BATTERY DOMESTIC,2C,103F,FIGHT,2D,3709087,557310,06/07/2020 09:16:34 PM,06/07/2020 09:19:40 PM,06/07/2020 09:22:33 PM,06/08/2020 02:58:59 AM,RTF,REPORT TO FOLLOW,N,7R05,051XX Bundy Rd,70127,7,POINT (-89.97999844 30.02554328)
E1297220,67AR,SIMULTANEOS STOLEN/RECOVERY VEHICLE,1A,67A,AUTO THEFT,1D,3697723,554853,05/11/2020 04:17:22 PM,05/12/2020 03:42:20 AM,05/12/2020 03:42:33 AM,05/12/2020 04:22:43 AM,GOA,GONE ON ARRIVAL,N,7C03,048XX Majestic Oaks Dr,70126,7,POINT (-90.01599582 30.01915213)
E1300220,35,SIMPLE BATTERY,1A,35,SIMPLE BATTERY,1F,3704519,559582,05/11/2020 04:43:54 PM,05/11/2020 07:34:21 PM,05/12/2020 12:39:50 AM,05/12/2020 01:00:54 AM,GOA,GONE ON ARRIVAL,N,7O09,070XX Crowder Blvd,70127,7,POINT (-89.99434742 30.03193768)
E1303020,103D,DOMESTIC DISTURBANCE,2C,67,THEFT,1G,3726723,562155,05/11/2020 05:13:30 PM,05/12/2020 08:35:05 AM,05/12/2020 08:45:39 AM,05/12/2020 10:18:05 AM,RTF,REPORT TO FOLLOW,N,7L02,136XX Dwyer Blvd,70129,7,POINT (-89.92408308 30.03827991)
E1306920,21,COMPLAINT OTHER,1A,100F,HIT & RUN FATALITY,2C,3703741,552731,05/11/2020 05:45:33 PM,05/11/2020 06:31:19 PM,05/11/2020 06:39:17 PM,05/12/2020 03:42:07 AM,GOA,GONE ON ARRIVAL,N,7E01,077XX Chef Menteur Hwy,70126,7,POINT (-89.99705927 30.0131253)
E1315020,67,THEFT,1G,67,THEFT,1G,3696371,538627,05/11/2020 06:57:51 PM,05/11/2020 11:11:06 PM,05/11/2020 11:21:34 PM,05/11/2020 11:32:48 PM,GOA,GONE ON ARRIVAL,N,5I02,048XX N Miro St,70117,5,POINT (-90.02085501 29.97457926)
E1317820,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1J,3689692,523082,05/11/2020 07:21:25 PM,05/11/2020 07:22:36 PM,05/11/2020 07:27:45 PM,05/11/2020 10:57:34 PM,DUP,DUPLICATE,N,4A04,020XX Le Boeuf St,70114,4,POINT (-90.04250096 29.93204369)
E1318120,30S,HOMICIDE BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3689700,523378,05/11/2020 07:22:52 PM,05/11/2020 07:23:24 PM,05/11/2020 07:29:31 PM,05/11/2020 10:58:53 PM,RTF,REPORT TO FOLLOW,N,4A04,020XX Le Boeuf St,70114,4,POINT (-90.04246434 29.93285896)
E1318320,67,THEFT,0A,67,THEFT,1G,3698073,551940,05/11/2020 07:23:15 PM,05/12/2020 12:03:18 AM,05/12/2020 12:08:10 AM,05/12/2020 01:39:39 AM,RTF,REPORT TO FOLLOW,N,7C03,063XX Chef Menteur Hwy,70126,7,POINT (-90.01499665 30.01113078)
E1318420,95G,ILLEGAL CARRYING OF WEAPON- GUN,2D,64,ARMED ROBBERY,2C,3700837,523837,05/11/2020 07:24:27 PM,05/11/2020 07:24:27 PM,05/11/2020 07:24:27 PM,05/12/2020 01:37:32 AM,RTF,REPORT TO FOLLOW,Y,4D03,General Meyer Ave & Kabel Dr,70131,4,POINT (-90.00728985 29.93376947)
E1318520,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3689726,526329,05/11/2020 07:24:41 PM,,,05/11/2020 07:32:38 PM,DUP,DUPLICATE,N,4A03,014XX Le Boeuf St,70114,4,POINT (-90.04227852 29.94097051)
E1318620,62R,RESIDENCE BURGLARY,1E,62R,RESIDENCE BURGLARY,1E,3701905,522086,05/11/2020 07:25:01 PM,05/12/2020 12:03:36 AM,05/12/2020 12:23:04 AM,05/12/2020 12:48:32 AM,GOA,GONE ON ARRIVAL,N,4D04,004XX Huntlee Dr,70131,4,POINT (-90.00398378 29.92892238)
E1318720,34S,AGGRAVATED BATTERY BY SHOOTING,2C,34S,AGGRAVATED BATTERY BY SHOOTING,2C,3689603,522890,05/11/2020 07:26:12 PM,,,05/11/2020 07:36:01 PM,DUP,DUPLICATE,N,4A04,Le Boeuf St & Hendee St,70114,4,POINT (-90.04279071 29.93151826)
E1319020,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3699092,524697,05/11/2020 07:29:10 PM,,,05/11/2020 07:44:16 PM,DUP,DUPLICATE,N,4D03,Holiday Dr & General Meyer Ave,70114,4,POINT (-90.01276801 29.93619006)
E1320420,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3690080,524410,05/11/2020 07:38:16 PM,,,05/11/2020 07:44:04 PM,DUP,DUPLICATE,N,4B03,017XX L B Landry Ave,70114,4,POINT (-90.04122889 29.93568465)
E1321820,100,HIT & RUN,1A,100,HIT & RUN,1G,37369000,3513814,05/11/2020 07:52:32 PM,05/12/2020 12:13:05 AM,05/12/2020 12:14:45 AM,05/12/2020 01:55:28 AM,RTF,REPORT TO FOLLOW,N,4D01,030XX Rue Parc Fontaine,70131,0,POINT (0 0)
E1323720,62R,RESIDENCE BURGLARY,1A,62R,RESIDENCE BURGLARY,1E,3730874,563242,05/11/2020 08:10:40 PM,05/12/2020 08:50:09 AM,,05/12/2020 06:03:38 PM,GOA,GONE ON ARRIVAL,N,7L04,049XX Henri Dr,70129,7,POINT (-89.91092254 30.04112967)
E0224920,67,THEFT,1G,35D,SIMPLE BATTERY DOMESTIC,2C,3678589,535322,05/02/2020 09:36:18 PM,05/02/2020 09:38:27 PM,05/02/2020 09:45:28 PM,05/03/2020 12:02:50 AM,RTF,REPORT TO FOLLOW,N,1I01,007XX N Johnson St,70112,1,POINT (-90.07712971 29.9660386)
C1509720,67C,THEFT FROM EXTERIOR OF VEHICLE,1G,67,THEFT,1G,3695983,525071,03/12/2020 06:02:05 PM,03/12/2020 08:46:10 PM,03/12/2020 08:50:34 PM,03/12/2020 10:34:09 PM,RTF,REPORT TO FOLLOW,N,4J02,017XX Odeon Ave,70114,4,POINT (-90.02256933 29.93731803)
C3807620,94,DISCHARGING FIREARM,2D,94,DISCHARGING FIREARM,2D,3683425,537289,03/31/2020 11:57:22 PM,03/31/2020 11:58:25 PM,04/01/2020 12:05:52 AM,04/02/2020 02:32:58 PM,GOA,GONE ON ARRIVAL,N,5A01,Saint Anthony St & N Villere St,70116,5,POINT (-90.06178865 29.97130071)
D0028420,56,SIMPLE CRIMINAL DAMAGE,1F,67A,AUTO THEFT,1D,3671101,540535,04/01/2020 07:01:00 AM,04/01/2020 07:11:42 AM,04/01/2020 07:20:13 AM,04/01/2020 09:52:19 AM,RTF,REPORT TO FOLLOW,N,3H01,005XX N Alexander St,70119,3,POINT (-90.10060015 29.98059731)
D0036920,37D,AGGRAVATED ASSAULT DOMESTIC,2C,103D,DOMESTIC DISTURBANCE,2C,3708786,565145,04/01/2020 09:01:05 AM,04/01/2020 11:21:51 PM,04/01/2020 11:27:07 PM,04/02/2020 01:02:17 AM,RTF,REPORT TO FOLLOW,N,7I13,101XX Curran Blvd,70127,7,POINT (-89.98065619 30.04709737)
D0039520,56,SIMPLE CRIMINAL DAMAGE,1F,56,SIMPLE CRIMINAL DAMAGE,1F,3709402,557298,04/01/2020 09:26:05 AM,04/01/2020 10:07:10 AM,04/01/2020 10:07:58 AM,04/01/2020 11:10:03 AM,RTF,REPORT TO FOLLOW,N,7R05,051XX Bundy Rd,70127,7,POINT (-89.97900377 30.02549964)
D0066020,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2C,3703596,563334,04/01/2020 02:03:19 PM,04/02/2020 02:33:32 AM,04/02/2020 02:45:53 AM,04/02/2020 03:03:13 AM,GOA,GONE ON ARRIVAL,N,7P01,085XX Chase St,70127,7,POINT (-89.99712798 30.04228316)
D0073220,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3703725,518900,04/01/2020 03:42:36 PM,04/02/2020 12:35:28 AM,04/02/2020 01:40:13 AM,04/02/2020 02:05:19 AM,GOA,GONE ON ARRIVAL,N,4D02,032XX Eton St,70131,4,POINT (-89.99835599 29.92010249)
D0074120,58,RETURN FOR ADDITIONAL INFO,1I,21,COMPLAINT OTHER,1J,3692083,537142,04/01/2020 03:52:50 PM,04/01/2020 11:23:58 PM,04/01/2020 11:24:07 PM,04/02/2020 02:22:51 AM,NAT,Necessary Action Taken,N,5D03,039XX N Claiborne Ave,70117,5,POINT (-90.03445086 29.97062974)
D0074620,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3705255,558497,04/01/2020 03:56:36 PM,04/01/2020 11:47:33 PM,04/01/2020 11:55:42 PM,04/02/2020 12:07:56 AM,GOA,GONE ON ARRIVAL,N,7R02,057XX Crowder Blvd,70127,7,POINT (-89.9920623 30.02893021)
D0078720,67,THEFT,1G,67,THEFT,1G,3707048,558452,04/01/2020 04:27:28 PM,04/01/2020 07:31:43 PM,04/01/2020 07:31:51 PM,04/01/2020 10:14:52 PM,RTF,REPORT TO FOLLOW,N,7R04,088XX Lake Forest Blvd,70127,7,POINT (-89.98639683 30.02875048)
D0078920,21,COMPLAINT OTHER,1J,67,THEFT,1G,3683544,543790,04/01/2020 04:29:30 PM,04/01/2020 05:06:07 PM,04/01/2020 05:06:45 PM,04/02/2020 12:25:12 AM,GOA,GONE ON ARRIVAL,N,3X01,030XX Touro St,70122,3,POINT (-90.0611847 29.9891738)
D0086920,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3671095,530022,04/01/2020 05:39:54 PM,04/01/2020 11:30:59 PM,04/01/2020 11:41:40 PM,04/02/2020 12:00:13 AM,GOA,GONE ON ARRIVAL,N,6N01,Washington Ave & S White St,70125,6,POINT (-90.1009745 29.95168995)
D0089520,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3708655,554474,04/01/2020 06:03:29 PM,,,04/02/2020 12:14:14 AM,VOI,VOID,N,7H02,045XX Cerise Ave,70127,7,POINT (-89.9814699 30.01775966)
D0089720,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3690015,525248,04/01/2020 06:04:58 PM,04/02/2020 12:35:38 AM,04/02/2020 01:40:02 AM,04/02/2020 01:48:32 AM,GOA,GONE ON ARRIVAL,N,4A05,L B Landry Ave & Mardi Gras Blvd,70114,4,POINT (-90.04140341 29.93799082)
D0091720,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2C,3698828,555905,04/01/2020 06:23:50 PM,04/02/2020 01:11:11 AM,04/02/2020 01:25:01 AM,04/02/2020 01:56:32 AM,GOA,GONE ON ARRIVAL,N,7Q01,065XX Harbourview Dr,70126,7,POINT (-90.01246574 30.02201006)
D0095520,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3712716,556388,04/01/2020 06:57:13 PM,04/02/2020 12:08:09 AM,04/02/2020 12:12:20 AM,04/02/2020 12:32:40 AM,GOA,GONE ON ARRIVAL,N,7J02,Hammond St & Read Blvd,70127,7,POINT (-89.96856451 30.02289082)
D0097220,103D,DOMESTIC DISTURBANCE,1A,21,COMPLAINT OTHER,2A,3718331,572504,04/01/2020 07:07:59 PM,04/02/2020 02:16:49 AM,04/02/2020 02:25:58 AM,04/02/2020 02:32:05 AM,GOA,GONE ON ARRIVAL,N,7K04,140XX Linden St,70128,7,POINT (-89.95020992 30.06701711)
D0099320,62C,SIMPLE BURGLARY VEHICLE,1G,62,SIMPLE BURGLARY,1G,3676319,556868,04/01/2020 07:26:15 PM,04/01/2020 07:26:15 PM,04/01/2020 07:33:15 PM,04/01/2020 08:09:11 PM,RTF,REPORT TO FOLLOW,N,3K03,016XX Cloverleaf Rd,70124,3,POINT (-90.08355612 30.02535149)
D0101820,63,PROWLER,2E,62R,RESIDENCE BURGLARY,1E,3684493,547382,04/01/2020 07:48:53 PM,04/02/2020 01:05:55 AM,04/02/2020 01:05:57 AM,04/02/2020 02:58:47 AM,RTF,REPORT TO FOLLOW,N,3Y02,040XX Fairmont Dr,70122,3,POINT (-90.05806112 29.9990195)
D0102620,62C,SIMPLE BURGLARY VEHICLE,1G,21,COMPLAINT OTHER,1J,3679720,522793,04/01/2020 07:54:03 PM,04/01/2020 07:55:24 PM,04/01/2020 11:20:35 PM,04/02/2020 12:15:19 AM,RTF,REPORT TO FOLLOW,N,6E01,011XX Saint Mary St,70130,6,POINT (-90.07399187 29.93155438)
D0105020,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,58,RETURN FOR ADDITIONAL INFO,1I,3687155,540850,04/01/2020 08:17:00 PM,04/01/2020 11:09:44 PM,04/01/2020 11:13:13 PM,04/02/2020 01:53:21 AM,NAT,Necessary Action Taken,N,5L02,022XX Painters St,70117,5,POINT (-90.04988146 29.98097805)
D0107220,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3693208,545176,04/01/2020 08:44:48 PM,04/01/2020 11:12:07 PM,04/01/2020 11:30:11 PM,04/02/2020 12:18:03 AM,NAT,Necessary Action Taken,N,5Q02,036XX Kimi O'Gray Ave,70126,5,POINT (-90.03060846 29.99268561)
D0109220,30S,HOMICIDE BY SHOOTING,2C,94,DISCHARGING FIREARM,2D,3678586,539420,04/01/2020 08:59:49 PM,04/01/2020 09:00:26 PM,04/01/2020 09:03:15 PM,04/02/2020 12:34:34 AM,RTF,REPORT TO FOLLOW,N,1C04,N Broad St & Bayou Rd,70119,1,POINT (-90.07699742 29.97730679)
A4004720,966,DRUG VIOLATIONS,1I,966,DRUG VIOLATIONS,1I,3679549,536672,01/31/2020 08:28:31 PM,01/31/2020 08:28:31 PM,01/31/2020 08:32:42 PM,01/31/2020 09:13:54 PM,RTF,REPORT TO FOLLOW,N,1J02,Ursulines Ave & N Johnson St,70116,1,POINT (-90.07404921 29.96972315)
D0112720,20,AUTO ACCIDENT,1A,20,AUTO ACCIDENT,1E,3676329,529244,04/01/2020 09:31:18 PM,04/01/2020 09:46:49 PM,04/01/2020 11:19:10 PM,04/02/2020 12:29:51 AM,RTF,REPORT TO FOLLOW,N,6J03,Us 90B E & S S Claiborne Exit,70113,6,POINT (-90.08447371 29.94939446)
D0114320,56D,CRIMINAL DAMAGE DOMESTIC,2C,37,AGGRAVATED ASSAULT,2E,3700084,519769,04/01/2020 09:49:16 PM,04/01/2020 09:50:15 PM,04/01/2020 09:54:26 PM,04/02/2020 12:51:41 AM,RTF,REPORT TO FOLLOW,N,4D01,032XX Rue Parc Fontaine,70131,4,POINT (-90.00981625 29.92260884)
D0114620,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2C,3699015,525443,04/01/2020 09:51:10 PM,04/01/2020 11:45:47 PM,04/01/2020 11:54:03 PM,04/02/2020 03:11:46 AM,RTF,REPORT TO FOLLOW,N,4K02,015XX Holiday Pl,70131,4,POINT (-90.01298353 29.93824531)
D0116520,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,2A,3670786,524465,04/01/2020 10:09:24 PM,04/01/2020 10:11:32 PM,04/01/2020 10:19:16 PM,04/01/2020 10:30:29 PM,NAT,Necessary Action Taken,N,2O01,043XX S Robertson St,70115,2,POINT (-90.10213764 29.93641848)
D0117220,35D,SIMPLE BATTERY DOMESTIC,2C,35D,SIMPLE BATTERY DOMESTIC,2C,3709605,557366,04/01/2020 10:14:06 PM,04/01/2020 11:18:47 PM,04/01/2020 11:24:22 PM,04/02/2020 03:01:21 AM,RTF,REPORT TO FOLLOW,N,7R05,051XX Bundy Rd,70127,7,POINT (-89.97835773 30.02568062)
D0117420,63,PROWLER,2E,79,VIOLATION OF PROTECTION ORDER,2E,3700258,534920,04/01/2020 10:19:24 PM,04/01/2020 11:01:23 PM,04/01/2020 11:05:53 PM,04/02/2020 12:25:02 AM,RTF,REPORT TO FOLLOW,N,5E03,061XX N Claiborne Ave,70117,5,POINT (-90.00871472 29.96426253)
D0117720,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3696067,518745,04/01/2020 10:22:13 PM,04/02/2020 01:14:47 AM,04/02/2020 03:13:48 AM,04/02/2020 03:48:48 AM,RTF,REPORT TO FOLLOW,N,4C02,035XX Garden Oaks Dr,70114,4,POINT (-90.02253154 29.9199196)
D0118320,35,SIMPLE BATTERY,1F,103F,FIGHT,2D,3681402,551641,04/01/2020 10:28:36 PM,04/01/2020 10:55:40 PM,04/01/2020 11:20:33 PM,04/02/2020 01:29:25 AM,RTF,REPORT TO FOLLOW,N,3Q02,051XX Wickfield Dr,70122,3,POINT (-90.06767569 30.01082642)
D0118520,35D,SIMPLE BATTERY DOMESTIC,1A,34D,AGGRAVATED BATTERY DOMESTIC,2C,3681402,551641,04/01/2020 10:30:58 PM,,,04/01/2020 10:35:32 PM,DUP,DUPLICATE,N,3Q02,051XX Wickfield Dr,70122,3,POINT (-90.06767569 30.01082642)
D0118820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3696157,551486,04/01/2020 10:33:33 PM,04/01/2020 10:33:33 PM,04/01/2020 10:38:17 PM,04/02/2020 12:01:14 AM,NAT,Necessary Action Taken,N,7A02,039XX Downman Rd,70126,7,POINT (-90.02106645 30.00994292)
D0119420,103F,FIGHT,2D,35,SIMPLE BATTERY,1F,3690040,538593,04/01/2020 10:44:12 PM,04/01/2020 11:02:23 PM,04/01/2020 11:05:35 PM,04/02/2020 12:25:18 AM,RTF,REPORT TO FOLLOW,N,5G04,031XX N Roman St,70117,5,POINT (-90.04085021 29.97468347)
D0120720,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3704946,552974,04/01/2020 11:08:09 PM,04/01/2020 11:44:24 PM,04/01/2020 11:51:39 PM,04/02/2020 01:07:45 AM,NAT,Necessary Action Taken,N,7E01,079XX Chef Menteur Hwy,70126,7,POINT (-89.99324189 30.01375489)
D0120820,21J,MISSING JUVENILE,1C,21M,MISSING ADULT,1C,37369000,3513814,04/01/2020 11:08:47 PM,04/02/2020 01:56:53 AM,04/02/2020 02:18:20 AM,04/02/2020 04:12:05 AM,RTF,REPORT TO FOLLOW,N,7Q03,068XX Parc Brittany Blvd,70126,7,POINT (0 0)
D0121320,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3668710,533007,04/01/2020 11:13:24 PM,04/01/2020 11:13:24 PM,04/01/2020 11:13:24 PM,04/02/2020 02:24:39 AM,NAT,Necessary Action Taken,Y,2U04,034XX Broadway St,70125,2,POINT (-90.10840522 29.95996774)
D0121520,62B,BUSINESS BURGLARY,2C,62B,BUSINESS BURGLARY,2C,3696113,553373,04/01/2020 11:14:38 PM,04/01/2020 11:14:38 PM,04/01/2020 11:34:00 PM,04/02/2020 02:28:58 AM,RTF,REPORT TO FOLLOW,N,7C03,045XX Downman Rd,70126,7,POINT (-90.0211352 30.01513321)
D0122520,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3696113,553381,04/01/2020 11:22:51 PM,,,04/01/2020 11:23:32 PM,DUP,DUPLICATE,N,7C03,045XX Downman Rd,70126,7,POINT (-90.0211363 30.01515626)
D0122920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3681237,552473,04/01/2020 11:29:16 PM,04/01/2020 11:29:16 PM,04/01/2020 11:29:30 PM,04/02/2020 12:35:12 AM,NAT,Necessary Action Taken,N,3R02,053XX Wickfield Dr,70122,3,POINT (-90.06816793 30.01311978)
D0123020,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3683444,556519,04/01/2020 11:29:22 PM,04/01/2020 11:29:22 PM,04/01/2020 11:29:22 PM,04/02/2020 12:26:06 AM,NAT,Necessary Action Taken,Y,3S03,Elysian Fields Ave & New York St,70122,3,POINT (-90.06105462 30.02417721)
D0123120,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1J,3704732,558803,04/01/2020 11:30:01 PM,04/02/2020 12:03:02 AM,04/02/2020 12:12:12 AM,04/02/2020 12:15:32 AM,GOA,GONE ON ARRIVAL,N,7Q03,Crowder Blvd & I-10 E,70127,7,POINT (-89.99370528 30.02978857)
D0123220,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3683395,532286,04/01/2020 11:30:09 PM,04/01/2020 11:30:09 PM,04/01/2020 11:30:09 PM,04/01/2020 11:34:27 PM,NAT,Necessary Action Taken,Y,8B02,Saint Ann St & Decatur St,70116,8,POINT (-90.06205841 29.95754612)
D0123420,21,COMPLAINT OTHER,1J,66,EXTORTION (THREATS),1H,3673553,523309,04/01/2020 11:30:46 PM,04/01/2020 11:36:44 PM,04/01/2020 11:42:48 PM,04/02/2020 01:19:46 AM,NAT,Necessary Action Taken,N,6F04,021XX Louisiana Ave,70115,6,POINT (-90.09344404 29.93315873)
D0123520,22R,RESIDENCE CHECK,1K,22R,RESIDENCE CHECK,1K,3670152,536623,04/01/2020 11:33:18 PM,04/01/2020 11:33:18 PM,04/01/2020 11:53:39 PM,04/02/2020 12:19:16 AM,NAT,Necessary Action Taken,N,1L04,040XX D'Hemecourt St,70119,1,POINT (-90.10372842 29.9698693)
